iter	Logloss
213	0.3501213086
214	0.3499995675
215	0.3496029085
216	0.3495861221
217	0.3493116698
218	0.3493087067
219	0.3492365075
220	0.3490472605
221	0.3489741068
222	0.3485905667
223	0.3482082487
224	0.3481090034
225	0.3479783374
226	0.3477910279
227	0.347790919
228	0.3477671982
229	0.3474799099
230	0.3471653182
231	0.346783026
232	0.346711982
233	0.3464898662
234	0.346383115
235	0.3461123969
236	0.3460480323
237	0.3457421481
238	0.3456919872
239	0.3454150935
240	0.3451764452
241	0.3451690145
242	0.345112504
243	0.3450330542
244	0.3444305546
245	0.3438589631
246	0.3438186439
247	0.3435994458
248	0.3434532541
249	0.3429314114
250	0.342666924
251	0.3425326988
252	0.3418638815
253	0.3414696569
254	0.340996737
255	0.3409246029
256	0.340585272
257	0.3403577523
258	0.3400861683
259	0.3399339496
260	0.3399338728
261	0.3398838339
262	0.3398464563
263	0.3396677388
264	0.3393423079
265	0.339225634
266	0.3383205096
267	0.3381325103
268	0.3380278068
269	0.337793471
270	0.3375664464
271	0.3368732
272	0.3368708891
273	0.3365414839
274	0.3357434574
275	0.3354878254
276	0.335291285
277	0.3350905156
278	0.335086541
279	0.3342195898
280	0.3341974651
281	0.3337861423
282	0.3333581032
283	0.333191527
284	0.3326878663
285	0.3326128949
286	0.3323120775
287	0.3316337905
288	0.3314804162
289	0.3310236694
290	0.3306860501
291	0.3300391808
292	0.3297754248
293	0.3297293761
294	0.3290926909
295	0.3288168846
296	0.3286818455
297	0.3285359813
298	0.3284490383
299	0.3282335402
300	0.3279436353
301	0.3278305992
302	0.3275101956
303	0.3274524706
304	0.3272164068
305	0.3268108017
306	0.3265720715
307	0.3264240778
308	0.3259327603
309	0.3258120957
310	0.3252299191
311	0.3250175336
312	0.3248513114
313	0.3239721777
314	0.3237518651
315	0.3235826155
316	0.3233407614
317	0.3227650026
318	0.3226078936
319	0.3220074863
320	0.3217560336
321	0.3214932055
322	0.3211610334
323	0.3208628535
324	0.3205624737
325	0.3201259583
326	0.3199040047
327	0.3195991042
328	0.3193170307
329	0.3189690354
330	0.3187423389
